user_count,worker_id,first_name,bill_rate,country,country_id,degree,education,education_id,work_experience,job_category,job_category_id
21361,~01e8e4960234d3f901,Dev,20.00,India,11,"[u'MBA(Project Management)', u'B.E (Computer Science and Engineering)']",None,0,1,"Web, Mobile & Software Dev",4
21362,~015d051128617593b0,Umair,20.00,Pakistan,14,Bachelor of Engineering (B.Eng.),Bachelor,3,1,"Web, Mobile & Software Dev",4
21363,~01c289868622f1fbcd,Vladyslav,22.00,Ukraine,4,"[u'Master of Science in Land Management', u'Geographer and Teacher in Geography']",None,0,14,Data Science & Analytics,6
21364,~0106c38f7063f29d5b,Martin,125.00,Czech Republic,30,"['none', 'none', u'Bachelor of Applied Science (B.A.Sc.)']",None,0,12,"Web, Mobile & Software Dev",4
21365,~0191d291c01e7e8419,Hilarious,12.50,Cameroon,59,Bachelor of Arts (B.A.),Bachelor,3,11,Sales & Marketing,5
21366,~01cf025786023ccfad,Nattanun,15.00,Thailand,71,Bachelor of Technology (B.Tech.),Bachelor,3,2,Admin Support,1
21367,~01697d911808d72c09,Nikki,20.00,United Kingdom,3,"['none', 'none']",None,0,0,Design & Creative,0
21368,~011edb4abd79b334b1,Durgesh,7.00,India,11,Master's degree,Master,2,6,Admin Support,1
21369,~019256d2ca8da49f62,Maninder Singh,12.50,India,11,Bachelor's,Bachelor,3,11,IT & Networking,3
21370,~01ee4ad3e6f53a953f,Imene,13.00,Morocco,50,"[u'Master of Business Administration (M.B.A.)', u'Bachelor of Applied Science (B.A.Sc.)', u'High school degree']",Master,2,-7,Data Science & Analytics,6
21371,~019b631e9f22ef0839,Devendra,22.22,India,11,Bachelors,Bachelor,3,13,"Web, Mobile & Software Dev",4
21372,~0174f78c6d0566f3b9,Adriana,16.00,Romania,12,"[u""Master's degree"", u'Licentiate degree', u'High school degree']",None,0,5,Customer Service,10
21373,~017be05b124e6f6104,Marwin,12.00,Philippines,42,Bachelor's degree,Bachelor,3,4,Design & Creative,0
21374,~0187577ee4f38913de,Lovepreet,16.67,India,11,Bachelor's degree,Bachelor,3,8,"Web, Mobile & Software Dev",4
21375,~016f159557ca1f96f6,Dominikus,20.00,Indonesia,33,Bachelor of Science (B.S.),Bachelor,3,0,"Web, Mobile & Software Dev",4
21376,~01cf4df43176dcc11b,Loreno,5.56,Philippines,42,Bachelor of Education (B.Ed.),Bachelor,3,8,Customer Service,10
21377,~01076ad63ed380ebe0,Artem,20.00,Russia,8,"[u'Bachelor of Engineering (B.Eng.)', u'International Relations (Middle East)']",None,0,0,Data Science & Analytics,6
21378,~01a02d7c47e70ae69c,Ajay,19.00,India,11,Commerce Graduate,None,0,1,Sales & Marketing,5
21379,~01f0f12954a5ec1e90,Ashima,50.00,India,11,Bachelor of Engineering (B.Eng.),Bachelor,3,10,Admin Support,1
21380,~017d74ab0c96487924,Saurav,10.00,India,11,Bachelors,Bachelor,3,9,Sales & Marketing,5
21381,~011d34857d6aa64aed,Naresh,12.00,India,11,Master of Computer Applications (M.C.A.),Master,2,8,"Web, Mobile & Software Dev",4
21382,~01abcf8fccd10f9f81,Annelize,20.00,South Africa,6,"['none', 'none', u'Bachelor of Laws (LL.B.)', 'none', 'none', 'none']",None,0,13,Admin Support,1
21383,~01b70da29873ef23f3,Prateek,20.00,India,11,Bachelor of Engineering (B.Eng.),Bachelor,3,1,Sales & Marketing,5
21384,~016481086eec20ad45,Gerard Armando,20.00,Chile,81,"[u'Bachelor of Arts (B.A.)', u""Engineer's degree""]",Master,2,1,Design & Creative,0
21385,~01c2e106e7c7be16d1,Thorence,8.00,Philippines,42,"['none', 'none', u'Bachelors']",None,0,18,Customer Service,10
21386,~01129565bf4b71c23e,Aleksandre,20.00,Georgia,17,,None,0,2,"Web, Mobile & Software Dev",4
21387,~019d5a30c74ad05566,Thalia,12.00,South Africa,6,,None,0,7,Design & Creative,0
21388,~012002c143e3c7454d,Alex,20.00,Ukraine,4,Error: No education,None,0,0,Design & Creative,0
21389,~011b8c0359da20a7eb,Erika,17.00,Italy,26,Error: No education,None,0,0,Admin Support,1
21390,~011dcb62f5ff9395bd,Ankit,15.00,India,11,Bachelor of Engineering (B.Eng.),Bachelor,3,5,IT & Networking,3
21391,~015d3e62e5f271db05,Alex,25.00,Ukraine,4,Bachelor's degree,Bachelor,3,4,"Web, Mobile & Software Dev",4
21392,~01c38f2c8ae2d5ffa4,Krishna,15.00,Nepal,69,Error: No education,None,0,7,"Web, Mobile & Software Dev",4
21393,~015d84007d3e6b0c7f,Sheikh,15.00,Pakistan,14,Master of Business Administration (M.B.A.),Master,2,5,Sales & Marketing,5
21394,~01faddbb7b9c4029ee,kiran,5.00,India,11,Bachelor of Technology (B.Tech.),Bachelor,3,4,"Web, Mobile & Software Dev",4
21395,~01ffc105feb698a42c,Jose,18.00,Venezuela,62,Bachelor of Arts (B.A.),Bachelor,3,-4,Design & Creative,0
21396,~01ebcf2987664f94d9,deepak,6.00,India,11,"[u'Master of Science (M.S.)', u'Bachelor of Engineering (B.Eng.)']",Master,2,7,Sales & Marketing,5
21397,~01afd69c165ee7a92e,Veronica,15.00,Philippines,42,"[u'Bachelor of Education (B.Ed.)', 'none']",None,0,8,Customer Service,10
21398,~0157bb833b04e8e86e,Julia,21.00,Russia,8,"['none', u'Bachelor of Engineering (B.Eng.)', 'none']",None,0,0,Design & Creative,0
21399,~01305be5b393435aee,Valeria,18.00,Argentina,49,,None,0,1,Writing,2
21400,~01ebf5eff54085a9ff,Ana,6.25,El Salvador,66,Bachelors,Bachelor,3,10,Design & Creative,0
21401,~01a3e052e2f6d41681,Ann,12.00,Jamaica,38,"['none', 'none', u'High school degree']",None,0,8,Sales & Marketing,5
21402,~011c64ff284fa023bf,Dhirendra,15.00,India,11,Master of Computer Applications (M.C.A.),Master,2,4,"Web, Mobile & Software Dev",4
21403,~01bd86ace902f50728,Deanna,7.50,Philippines,42,"[u'Bachelor of Engineering (B.Eng.)', u'High school degree']",Bachelor,3,15,Admin Support,1
21404,~01bc9da40b797c6d50,Marina,30.00,Ukraine,4,Master of Business Administration (M.B.A.),Master,2,2,Design & Creative,0
21405,~01859ab8059bbe95f4,Sohaib,15.00,Egypt,43,"[u'Master of Philosophy (M.Phil.)', u'Bachelor of Applied Science (B.A.Sc.)']",Master,2,6,Engineering & Architecture,7
21406,~01ab3b2ecb0c56a154,Eugen,17.00,Italy,26,"[u'Doctor of Philosophy (Ph.D.)', u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Doctorate,1,1,Translation,8
21407,~015bda05f8da50493d,Soufienne,15.00,Tunisia,15,"[u'Master of Computer Applications (M.C.A.)', u'Licentiate degree']",None,0,3,Customer Service,10
21408,~016963b6eed7701312,Elvin,11.11,Indonesia,33,"[u'Bachelor of Engineering (B.Eng.)', 'none']",None,0,3,"Web, Mobile & Software Dev",4
21409,~0148640c66dbccdee5,Pedro,16.00,Argentina,49,,None,0,3,Engineering & Architecture,7
21410,~010ba1a91e96aa6c45,Pushpa,13.75,India,11,Master of Computer Applications (M.C.A.),Master,2,9,"Web, Mobile & Software Dev",4
21411,~016d8c8c4165d69cd0,Viktor,22.00,Ukraine,4,,None,0,12,"Web, Mobile & Software Dev",4
21412,~01acac45a3a0a67e01,Santa,12.50,Latvia,87,Bachelor of Arts (B.A.),Bachelor,3,5,Design & Creative,0
21413,~01d8fa8b71d01aac07,Sofiia,15.00,Ukraine,4,"[u'Master of Architecture (M.Arch.)', u'Bachelor of Architecture (B.Arch.)']",Master,2,3,Engineering & Architecture,7
21414,~01680db2c3112352ac,Kaja,15.00,Croatia,5,"[u""Bachelor's degree"", u'Bachelor of Business Administration (B.B.A.)', u""Bachelor's degree""]",Bachelor,3,0,Design & Creative,0
21415,~01feb1edda9c154707,Alex,10.00,Russia,8,"[u'Master of Computer Applications (M.C.A.)', 'none']",None,0,4,"Web, Mobile & Software Dev",4
21416,~019702960177605e90,Amy,9.00,New Zealand,75,Bachelor of Education (B.Ed.),Bachelor,3,5,Admin Support,1
21417,~01b3ab593264562054,Vasavi,20.00,India,11,"[u'Diploma', u'Bachelor of Engineering (B.Eng.)']",Bachelor,3,12,Writing,2
21418,~01b905a169f95462ff,Neeru,18.00,India,11,"[u'Master of Computer Applications (M.C.A.)', u'Bachelor of Technology (B.Tech.)']",Master,2,3,Writing,2
21419,~017880a81300409f16,Kerwin,10.00,Philippines,42,Bachelor of Arts (B.A.),Bachelor,3,5,Design & Creative,0
21420,~01666941df7ed71646,Danylo,50.00,Canada,18,"[u'Master of Science (M.S.)', u'Bachelor of Science (B.S.)']",Master,2,0,Data Science & Analytics,6
21421,~0125c61ae9b9528130,Pradeep,10.00,India,11,Bachelor of Business Administration (B.B.A.),Bachelor,3,2,"Web, Mobile & Software Dev",4
21422,~019b1726bd81741e0d,Vimal,10.00,India,11,Bachelor of Engineering (B.Eng.),Bachelor,3,5,"Web, Mobile & Software Dev",4
21423,~01e89351d6e10619b8,Atul,10.00,India,11,"[u'Bachelor of Engineering (B.Eng.)', u'High school degree']",Bachelor,3,2,"Web, Mobile & Software Dev",4
21424,~015a9072a63a1d7486,Mangesh,22.00,India,11,Bachelors,Bachelor,3,0,Customer Service,10
21425,~01f9f5365919653b02,Rehana,17.78,Bangladesh,10,"[u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Master,2,5,Writing,2
21426,~017c06c3cd608a2627,Germán,12.00,Spain,34,"['none', 'none', 'none']",None,0,10,Translation,8
21427,~014d80bc658edda91d,Nitesh,18.00,India,11,Bachelor of Engineering (B.Eng.),Bachelor,3,2,Admin Support,1
21428,~01c58f15dd7ef3be2b,Piyush,15.00,India,11,Bachelor of Technology (B.Tech.),Bachelor,3,4,Design & Creative,0
21429,~017973cf6601828ef8,Nitin,19.00,India,11,Bachelor of Technology (B.Tech.),Bachelor,3,2,IT & Networking,3
21430,~01046e9ade465c1374,Moin,10.00,India,11,Bachelor of Technology (B.Tech.),Bachelor,3,9,Sales & Marketing,5
21431,~01424f98bd8f1406b9,Jelena,15.00,Serbia,36,"[u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Master,2,-11,Writing,2
21432,~011b055ff6a0328c27,Florian,18.50,Germany,21,Bachelor of Engineering (B.Eng.),Bachelor,3,2,Writing,2
21433,~01c8a7c3a8078106fd,Kristijan,14.99,Croatia,5,Masters,Master,2,0,Admin Support,1
21434,~019b3c5d93b86a5227,Stephen Paul,5.00,Philippines,42,"[u'Bachelor of Science (B.S.)', u'Bachelor of Science (B.S.)']",Bachelor,3,2,Writing,2
21435,~01306a03f6732eb754,Naresh,12.00,India,11,Master of Computer Applications (M.C.A.),Master,2,2,"Web, Mobile & Software Dev",4
21436,~010223eb3584d03a6f,Dunya,20.00,Sri Lanka,68,Error: No education,None,0,10,Writing,2
21437,~01c0759545ada713a0,Andrew,22.00,Ukraine,4,Magister of Laws,Professional,4,12,"Web, Mobile & Software Dev",4
21438,~0161fc3bbd0ae746b2,Abhijeet,22.22,India,11,"['none', 'none', u'Master of Arts (M.A.)']",None,0,9,Writing,2
21439,~013cb3b4b2d26629ca,Rajat,14.97,India,11,Bachelor of Engineering (B.Eng.),Bachelor,3,6,IT & Networking,3
21440,~01eb373bc2c79b2bcc,Houda,4.50,Morocco,50,,None,0,0,Admin Support,1
21441,~0163aa78362e974159,Angelica,12.60,Guatemala,13,Licentiate degree,None,0,6,Writing,2
21442,~012a9e64ec5aa6a75b,Ravinder,16.67,India,11,Error: No education,None,0,7,"Web, Mobile & Software Dev",4
21443,~015fe9428cfdbc5f5f,Raspreet,13.00,India,11,Bachelor of Engineering (B.Eng.),Bachelor,3,6,"Web, Mobile & Software Dev",4
21444,~01499a1e27bef26f50,Carlos,12.50,Colombia,20,Bachelor of Fine Arts (B.F.A.),Bachelor,3,3,Design & Creative,0
21445,~0138d8f93a80d8205c,Anup,20.00,India,11,BACHELOR OF COMPUTER SCIENCE ENGINEERING ,Bachelor,3,2,"Web, Mobile & Software Dev",4
21446,~0153af6b55d8014151,Pratik,15.00,India,11,MCA,None,0,6,"Web, Mobile & Software Dev",4
21447,~013ea025b073f62c83,Himanshu,12.00,India,11,Bachelor of Technology (B.Tech.),Bachelor,3,3,"Web, Mobile & Software Dev",4
21448,~010cc04df2a355b053,Luca,20.00,Italy,26,"[u'Master of Science (M.S.)', u'Bachelors', u'High School']",Master,2,5,Customer Service,10
21449,~01f0933d416aa40aba,Adrian,19.00,Romania,12,Director of Photography - licentiate,None,0,error,Design & Creative,0
21450,~01dd0cf11113757372,Raphael,20.00,Brazil,27,"[u'Bachelor of Engineering (B.Eng.)', u'Bachelor of Engineering (B.Eng.)', u'Bachelor of Engineering (B.Eng.)']",Bachelor,3,5,Translation,8
21451,~0111225d4e1a5546cd,Vijay,15.00,India,11,Masters,Master,2,5,"Web, Mobile & Software Dev",4
21452,~013584d11dc5643bc9,Ray Andrew,9.00,Philippines,42,Other,None,0,2,"Web, Mobile & Software Dev",4
21453,~012746628f91b2ade8,Richard,12.50,Philippines,42,Bachelors,Bachelor,3,2,Design & Creative,0
21454,~017a6bdec7a6ad599e,Imad,20.00,Ukraine,4,Bachelor of Applied Science (B.A.Sc.),Bachelor,3,2,"Web, Mobile & Software Dev",4
21455,~017f71d46bd64ecdf0,Ashwini,15.00,India,11,,None,0,0,"Web, Mobile & Software Dev",4
21456,~01675c8ab0466e01ee,Adam,22.22,Indonesia,33,Bachelor of Arts (B.A.),Bachelor,3,8,Design & Creative,0
21457,~01110fe77f2d71db65,Anton,20.00,Ukraine,4,Master of Education (M.Ed.),Master,2,2,Design & Creative,0
21458,~01b51315550b8ec215,Ma. Kristine Lou,5.00,Philippines,42,Bachelor of Science (B.S.),Bachelor,3,6,Writing,2
21459,~0113e404e8441fcae6,Md. Sojib,18.00,Bangladesh,10,Bachelor of Engineering (B.Eng.),Bachelor,3,1,IT & Networking,3
21460,~019db7bbb0adab840f,Ariful,12.89,Bangladesh,10,Bachelor of Engineering (B.Eng.),Bachelor,3,4,Admin Support,1
21461,~01b372436c84c1aa06,Charles,6.00,Philippines,42,Bachelor of Science (B.S.),Bachelor,3,5,Sales & Marketing,5
21462,~01484ae6c5d69a244c,Marj,6.25,Philippines,42,"[u'Bachelor of Science (B.S.)', u'Bachelor of Science (B.S.)']",Bachelor,3,2,Customer Service,10
21463,~01e4bafcbacda5121a,anatalia,10.00,Philippines,42,"['none', u'Bachelor of Science (B.S.)', u'High school degree']",None,0,13,Writing,2
21464,~016336e9e92e38d421,Rasel,7.56,Bangladesh,10,"[u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Master,2,6,Sales & Marketing,5
21465,~012f5781f9622f4c52,MUHAMMAD SAAD,10.00,Pakistan,14,Bachelors,Bachelor,3,10,"Web, Mobile & Software Dev",4
21466,~01963262c2909fc8ab,Bojan,17.77,Serbia,36,"[u""Engineer's degree"", u'Bachelor of Applied Science (B.A.Sc.)']",Master,2,1,Sales & Marketing,5
21467,~016b4a3fc81a429ee8,Mylene Grace,5.50,Philippines,42,"[u""Master's degree"", u'Bachelor of Business Administration (B.B.A.)', 'none']",None,0,7,Writing,2
21468,~019c572733164151b5,Elvis,6.00,Bosnia and Herzegovina,40,,None,0,3,Writing,2
21469,~017caebadba1fdfe54,Elda,13.00,Albania,57,Master of Architecture (M.Arch.),Master,2,8,Engineering & Architecture,7
21470,~0174fcb163033cb267,Bernard Bryan,10.00,Philippines,42,Bachelor of Science (B.S.),Bachelor,3,1,Design & Creative,0
21471,~01abb71b74785f6de8,Mary Jude,6.00,Philippines,42,Bachelor's degree,Bachelor,3,2,Admin Support,1
21472,~0131f8761c7a8a32dd,Anmol,30.00,India,11,Bachelor of Technology (B.Tech.),Bachelor,3,1,"Web, Mobile & Software Dev",4
21473,~01931e9f7d9658291d,Mohammed,15.76,Bangladesh,10,Bachelors,Bachelor,3,3,"Web, Mobile & Software Dev",4
21474,~0122387d23873cd815,Maryna,5.00,Ukraine,4,Master of Education (M.Ed.),Master,2,6,Admin Support,1
21475,~01053508cb392f0664,JoAnne,10.00,Philippines,42,"['none', u'Electronics and Communications Engineering']",None,0,12,Admin Support,1
21476,~0165400adb0d87951a,Dan,27.78,United Kingdom,3,"[u'Master of Science (M.S.)', u'Bachelor of Arts (B.A.)']",Master,2,6,Sales & Marketing,5
21477,~017a2f0d1523ff4cd0,Laia,19.00,Spain,34,Master of Arts (M.A.),Master,2,4,Design & Creative,0
21478,~01f1b9ca9b75c395ad,Melanie,10.00,Armenia,25,"[u'Bachelor of Engineering (B.Eng.)', u'Bachelor of Arts (B.A.)']",Bachelor,3,1,"Web, Mobile & Software Dev",4
21479,~01aca82cca24065a18,Eileen,22.00,Malaysia,94,Bachelor of Business Administration (B.B.A.),Bachelor,3,1,Design & Creative,0
21480,~01d58134664a06b614,Marko,8.75,Macedonia,9,"[u'Master of Laws (LL.M.)', u'Bachelor of Laws (LL.B.)']",Professional,4,4,Admin Support,1
21481,~01597c8b9c9061ecc7,Nedeljko,17.00,Serbia,36,"[u'Doctor of Philosophy (Ph.D.)', u'Master of Philosophy (M.Phil.)', u'Bachelor of Arts (B.A.)']",Doctorate,1,19,Data Science & Analytics,6
21482,~0182fc09c41947f424,Mary Joy,14.00,Philippines,42,Bachelor of Business Administration (B.B.A.),Bachelor,3,3,Sales & Marketing,5
21483,~019236676d4d8a0e0a,Valineta,10.00,Albania,57,Bachelor of Business Administration (B.B.A.),Bachelor,3,4,Sales & Marketing,5
21484,~01de556b65ae0ff935,Fahad,12.50,Pakistan,14,Master's,Master,2,9,"Web, Mobile & Software Dev",4
21485,~012bfc58817fdee32d,Dhjoanna,17.50,Philippines,42,Bachelors,Bachelor,3,12,Admin Support,1
21486,~010d3b99b75dc79838,Anna,20.00,Ukraine,4,Masters,Master,2,4,Customer Service,10
21487,~01ea4f6d5100546ce1,Sumit,13.75,India,11,"[u'Masters', u'Bachelors']",Master,2,2,"Web, Mobile & Software Dev",4
21488,~014b7094b686d1bb9b,Harshit,20.00,India,11,Bachelor of Engineering (B.Eng.),Bachelor,3,4,"Web, Mobile & Software Dev",4
21489,~01eb203ad37f4cd873,Nikunj,12.00,India,11,Master's,Master,2,4,"Web, Mobile & Software Dev",4
21490,~0194f28293a1e2b392,Andrey,30.00,Russia,8,Bachelor of Engineering (B.Eng.),Bachelor,3,4,Data Science & Analytics,6
21491,~01eeb29f5302d7a06f,Kunal,12.50,India,11,,None,0,6,"Web, Mobile & Software Dev",4
21492,~01114a909f4ca5a4b1,Lorena,7.50,Philippines,42,Bachelors,Bachelor,3,5,Admin Support,1
21493,~018ec8e34e5a9b0c5e,Maribeth,6.25,Philippines,42,Diploma,Associate,5,6,Admin Support,1
21494,~01cf6e803c02928e96,Mark Frando,12.50,Philippines,42,Bachelor of Engineering (B.Eng.),Bachelor,3,13,Customer Service,10
21495,~0126672f5e8d6ac3ec,Thiago,40.00,Brazil,27,Bachelor of Engineering (B.Eng.),Bachelor,3,16,"Web, Mobile & Software Dev",4
21496,~01734a3d605787f99a,Ali,20.00,Pakistan,14,Bachelor's degree,Bachelor,3,6,Engineering & Architecture,7
21497,~016da6d985fa6edb92,Ma. Theresa,7.00,Philippines,42,,None,0,6,Sales & Marketing,5
21498,~01fa6a121fbdbe436e,Surendra,15.00,India,11,Bachelor of Engineering (B.Eng.),Bachelor,3,8,"Web, Mobile & Software Dev",4
21499,~010724062d11edfd46,Leon,15.00,Germany,21,"[u'Bachelor of Commerce (B.Com.)', u'High school degree']",Bachelor,3,1,Translation,8
21500,~011c372720ce8f60a2,Adrian,20.00,United Kingdom,3,Bachelor of Arts (B.A.),Bachelor,3,3,Writing,2
21501,~0123626086a6f8381d,Boris,12.50,Ukraine,4,Bachelor of Engineering (B.Eng.),Bachelor,3,3,Sales & Marketing,5
21502,~01421e72c8ccf63652,Larisa,15.00,Ukraine,4,"[u""Master's degree"", u""Master's degree""]",Master,2,11,Translation,8
21503,~01a2950ef83dae4bcd,María,14.00,Argentina,49,"[u'Diploma', u'Bachelor of Arts (B.A.)', u'High School']",Bachelor,3,2,Translation,8
21504,~01b7c4a7460f87d3bb,Anthony,20.00,Venezuela,62,Engineer's degree,Master,2,4,Writing,2
21505,~016ac27034b67628f1,Nicholas,12.00,Germany,21,Master of Laws (LL.M.),Professional,4,2,Writing,2
21506,~0145adb619de795260,Shashwat,70.00,Canada,18,Error: No education,None,0,4,Sales & Marketing,5
21507,~019d9750098b99d71c,Przemyslaw,12.00,Poland,29,"['none', 'none', 'none', u'Bachelor of Arts (B.A.)']",None,0,4,Translation,8
21508,~01420f32043e346b24,Brylle Beriel,5.56,Philippines,42,"['none', 'none', 'none']",None,0,0,Admin Support,1
21509,~01f07d885fb479fad3,Carla,5.00,Venezuela,62,,None,0,4,Translation,8
21510,~01b6943f751d582d29,Jose,7.50,Venezuela,62,"[u'Doctor of Medicine (M.D.)', 'none', u'Doctor of Medicine (M.D.)']",None,0,4,Admin Support,1
21511,~019b8bf1b503b335b2,Leandro,10.00,Brazil,27,"[u'Bachelor of Engineering (B.Eng.)', u'High school degree']",Bachelor,3,0,Writing,2
21512,~01cc6939f33488f8c9,Shamara,12.78,Jamaica,38,Bachelor of Science (B.S.),Bachelor,3,-2,Admin Support,1
21513,~011c3d1ecbcadd9346,Zsolt,15.00,Hungary,74,"[u'Bachelor of Arts (B.A.)', u'Bachelor of Arts (B.A.)']",Bachelor,3,4,Design & Creative,0
21514,~0100a07ba7d954a613,Rupal,15.00,India,11,"[u'Master of Computer Applications (M.C.A.)', u'High school degree']",Master,2,4,"Web, Mobile & Software Dev",4
21515,~018a1a737105e0cad6,Ms.,9.80,India,11,Master of Technology (M.Tech.),Master,2,3,"Web, Mobile & Software Dev",4
21516,~01dd814cee2773f3d0,Rhizza Marie,15.00,Philippines,42,"[u'Bachelors', u'Bachelors']",Bachelor,3,9,Writing,2
21517,~011a91d919720b318d,Vlad,8.00,Romania,12,,None,0,0,Admin Support,1
21518,~0165dd4c9246530f21,Daya Shankar,19.00,India,11,Error: No education,None,0,11,"Web, Mobile & Software Dev",4
21519,~010c4ebd0dfc0b7cb6,Shuvankar,25.00,Bangladesh,10,"[u'Bachelors', u'Other', u'High School']",None,0,4,Design & Creative,0
21520,~018b21a5b5f1ffff33,Dinesh,11.00,India,11,Error: No education,None,0,17,Design & Creative,0
21521,~0156d92daba1534849,Ariel,30.00,Argentina,49,"[u'Master of Technology (M.Tech.)', u""Engineer's degree"", u'Bachelor of Technology (B.Tech.)', u'Master of Technology (M.Tech.)']",Master,2,15,Engineering & Architecture,7
21522,~01ae633c5331d66887,Ravinder Kumar,14.00,India,11,Bachelors,Bachelor,3,1,"Web, Mobile & Software Dev",4
21523,~0100422803d88d2b45,FIBIN,12.00,India,11,"[u'Master of Business Administration (M.B.A.)', u'Bachelors']",Master,2,4,Admin Support,1
21524,~017904a6883355143f,Caroline,15.00,Panama,96,"[u'Bachelor of Commerce (B.Com.)', u'High school degree']",Bachelor,3,24,Writing,2
21525,~01fde37afb57c8760f,Ricardo,8.00,Brazil,27,,None,0,1,Data Science & Analytics,6
21526,~0195d4079c5d13aaee,Kirill,19.00,Russia,8,Engineer's degree,Master,2,9,"Web, Mobile & Software Dev",4
21527,~015005ba1893cdb102,Shari,12.00,Canada,18,,None,0,20,Customer Service,10
21528,~0149a7847c98e79f8c,Jelena,10.00,Serbia,36,Bachelor of Laws (LL.B.),Professional,4,2,Writing,2
21529,~015738ff80ef6b92bc,Mike,5.00,Nigeria,60,"[u'Bachelor of Applied Science (B.A.Sc.)', u'Bachelor of Applied Science (B.A.Sc.)']",Bachelor,3,0,Writing,2
21530,~01fe186b4bd646a28c,Igor,30.00,Russia,8,Diploma,Associate,5,5,"Web, Mobile & Software Dev",4
21531,~015cd6b3edf8d015bf,Karla,15.00,Philippines,42,Bachelor of Science (B.S.),Bachelor,3,7,Admin Support,1
21532,~017c6d85314e31b01e,Charlton,10.00,Kenya,32,Associate's degree,Associate,5,0,Data Science & Analytics,6
21533,~01cb9e121b12c84ae4,Lorena,9.00,Argentina,49,Bachelor of Education (B.Ed.),Bachelor,3,16,Admin Support,1
21534,~01f2e002e465dbb53c,Shaikh,5.00,India,11,Bachelor of Arts (B.A.),Bachelor,3,12,Admin Support,1
21535,~01ce234070dd4a1b35,Angelo,7.50,Macedonia,9,"[u'Master of Business Administration (M.B.A.)', u'Bachelor of Arts (B.A.)']",Master,2,5,Design & Creative,0
21536,~0144e0eb77f25f48a7,Md Din,8.00,Bangladesh,10,"[u'Bachelor of Engineering (B.Eng.)', u'High school degree']",Bachelor,3,3,"Web, Mobile & Software Dev",4
21537,~013a92371636d79eb3,Thuy Linh,20.00,Vietnam,2,Bachelor of Architecture (B.Arch.),Bachelor,3,2,Engineering & Architecture,7
21538,~0153bef4c2b22ac0b1,Dragan,20.00,Serbia,36,Bachelor of Applied Science (B.A.Sc.),Bachelor,3,1,"Web, Mobile & Software Dev",4
21539,~01ed08b4393b7bf5c0,Natalia,18.00,Brazil,27,Bachelor of Architecture (B.Arch.),Bachelor,3,2,Engineering & Architecture,7
21540,~01e2c5d1d19bffb866,Alin,8.50,Romania,12,Bachelor of Business Administration (B.B.A.),Bachelor,3,18,Data Science & Analytics,6
21541,~01276fc75a34a6846c,Kristine,5.56,Philippines,42,Bachelor's degree,Bachelor,3,0,Admin Support,1
21542,~01e47c3728c1d28ada,Pardeep,9.00,India,11,Bachelor's degree,Bachelor,3,3,Sales & Marketing,5
21543,~0184c33839a1ec6568,Irish Ruby,5.56,Philippines,42,Other,None,0,8,Admin Support,1
21544,~01264f44643edeb0a1,Claudio,10.00,Argentina,49,Bachelor of Business Administration (B.B.A.),Bachelor,3,1,Design & Creative,0
21545,~015d6e299edf0470a4,Iryna,20.00,Ukraine,4,"[u'Doctor of Philosophy (Ph.D.)', u'Master of Education (M.Ed.)', u'Bachelor of Engineering (B.Eng.)']",Doctorate,1,4,Data Science & Analytics,6
21546,~010d7a89670f699441,Ridwan,20.00,Indonesia,33,Bachelor of Science (B.S.),Bachelor,3,4,"Web, Mobile & Software Dev",4
21547,~015e03d2d19c269689,manish,8.00,India,11,Bachelor of Engineering (B.Eng.),Bachelor,3,3,Design & Creative,0
21548,~01bc1ef25e7b473555,Kinga,10.00,Romania,12,"['none', 'none', 'none']",None,0,0,Engineering & Architecture,7
21549,~0120213cedf50abede,Anton,15.00,Ukraine,4,,None,0,13,Design & Creative,0
21550,~016fb7b97dd07982c2,Roman,9.99,Ukraine,4,Master of Laws (LL.M.),Professional,4,0,IT & Networking,3
21551,~011780c63f703ac6e5,Dejan,6.90,Serbia,36,High school degree,High School,6,0,Admin Support,1
21552,~01ae86d2ff27ded194,Hafizah,5.00,Brunei Darussalam,130,"[u'Master of Science (M.S.)', u'Bachelor of Engineering (B.Eng.)']",Master,2,1,Writing,2
21553,~019ac01e4d9786b138,Tihoi,8.00,Romania,12,Licentiate degree,None,0,2,Sales & Marketing,5
21554,~01705b708355b4ce3d,Nastasja,38.75,Serbia,36,"[u'Master of Computer Applications (M.C.A.)', 'none']",None,0,1,Design & Creative,0
21555,~01b61400b85c44121d,YUI,18.00,Japan,79,"[u'Bachelor of Arts (B.A.)', u'Bachelor of Arts (B.A.)']",Bachelor,3,3,Writing,2
21556,~018a07af09fc31fa41,Sergey,6.00,Ukraine,4,,None,0,2,Admin Support,1
21557,~01ee6ec0d44fac8a93,Nazli,11.50,Turkey,46,,None,0,3,Admin Support,1
21558,~0172831e00b5e176c7,Naveen,10.00,India,11,Master of Computer Applications (M.C.A.),Master,2,0,"Web, Mobile & Software Dev",4
21559,~0186a73d0bd5533868,Maksim,18.00,Russia,8,Master of Computer Applications (M.C.A.),Master,2,7,Customer Service,10
