user_count,skilltest_tenure,hr_tenure,fp_tenure,longest_tenure_type,longest_tenure_days,all_rates,mean_rate,median_rate
45588,None,None,None,None,None,[],None,None
45589,None,None,None,None,None,[],None,None
45590,None,None,None,None,None,[],None,None
45591,None,None,None,None,None,[],None,None
45592,"[39, 1, 0]",None,None,,0,[],None,None
45593,"[38, 1, 0]",None,None,,0,[],None,None
45594,None,None,None,None,None,[],None,None
45595,None,None,None,None,None,[],None,None
45596,None,None,None,None,None,[],None,None
45597,None,None,None,None,None,[],None,None
45598,None,None,None,None,None,[],None,None
45599,None,None,None,None,None,[],None,None
45600,None,None,None,None,None,[],None,None
45601,None,None,None,None,None,[],None,None
45602,None,None,None,None,None,[],None,None
45603,"[1151, 38, 3]",None,None,,0,[],None,None
45604,None,None,None,None,None,[],None,None
45605,"[510, 17, 1]",None,None,,0,[],None,None
45606,None,None,None,None,None,[],None,None
45607,None,None,None,None,None,[],None,None
45608,None,None,None,None,None,[],None,None
45609,"[58, 1, 0]",None,None,,0,[],None,None
45610,"[46, 1, 0]",None,None,,0,[],None,None
45611,None,None,None,None,None,[],None,None
45612,None,None,None,None,None,[],None,None
45613,None,None,None,None,None,[],None,None
45614,"[59, 1, 0]",None,None,,0,[],None,None
45615,"[10, 0, 0]",None,None,,0,[],None,None
45616,None,None,None,None,None,[],None,None
45617,None,None,None,None,None,[],None,None
45618,None,None,None,None,None,[],None,None
45619,None,None,None,None,None,[],None,None
45620,None,None,None,None,None,[],None,None
45621,"[53, 1, 0]",None,None,,0,[],None,None
45622,"[1075, 35, 2]",None,None,,0,[],None,None
45623,None,None,None,None,None,[],None,None
45624,"[1201, 40, 3]",None,None,,0,[],None,None
45625,"[1456, 48, 3]",None,None,,0,[],None,None
45626,None,None,None,None,None,[],None,None
45627,None,None,None,None,None,[],None,None
45628,"[46, 1, 0]",None,None,,0,[],None,None
45629,None,None,None,None,None,[],None,None
45630,"[49, 1, 0]",None,None,,0,[],None,None
45631,None,None,None,None,None,[],None,None
45632,"[42, 1, 0]",None,None,,0,[],None,None
45633,None,None,None,None,None,[],None,None
45634,None,None,None,None,None,[],None,None
45635,None,None,None,None,None,[],None,None
45636,None,None,None,None,None,[],None,None
45637,None,None,None,None,None,[],None,None
45638,None,None,None,None,None,[],None,None
45639,"[94, 3, 0]",None,None,,0,[],None,None
45640,"[26, 0, 0]",None,None,,0,[],None,None
45641,None,None,None,None,None,[],None,None
45642,None,None,None,None,None,[],None,None
45643,"[59, 1, 0]",None,None,,0,[],None,None
45644,None,None,None,None,None,[],None,None
45645,"[33, 1, 0]",None,None,,0,[],None,None
45646,None,None,None,None,None,[],None,None
45647,None,None,None,None,None,[],None,None
45648,None,None,None,None,None,[],None,None
45649,None,None,None,None,None,[],None,None
45650,None,None,None,None,None,[],None,None
45651,None,None,None,None,None,[],None,None
45652,None,None,None,None,None,[],None,None
45653,None,None,None,None,None,[],None,None
45654,None,None,None,None,None,[],None,None
45655,None,None,None,None,None,[],None,None
45656,None,None,None,None,None,[],None,None
45657,None,None,None,None,None,[],None,None
45658,"[47, 1, 0]",None,None,,0,[],None,None
45659,None,None,None,None,None,[],None,None
45660,None,None,None,None,None,[],None,None
45661,"[38, 1, 0]",None,None,,0,[],None,None
45662,None,None,None,None,None,[],None,None
45663,"[44, 1, 0]",None,None,,0,[],None,None
45664,None,None,None,None,None,[],None,None
45665,"[43, 1, 0]",None,None,,0,[],None,None
45666,None,None,None,None,None,[],None,None
45667,None,None,None,None,None,[],None,None
45668,None,None,None,None,None,[],None,None
45669,None,None,None,None,None,[],None,None
45670,None,None,None,None,None,[],None,None
45671,None,None,None,None,None,[],None,None
45672,None,None,None,None,None,[],None,None
45673,"[49, 1, 0]",None,None,,0,[],None,None
45674,None,None,None,None,None,[],None,None
45675,None,None,None,None,None,[],None,None
45676,None,None,None,None,None,[],None,None
45677,"[283, 9, 0]",None,None,,0,[],None,None
45678,None,None,None,None,None,[],None,None
45679,None,"[20, 0, 0, [130.0], 130.0, 130.0]",None,,0,[130.0],130.0,130.0
45680,None,"[27, 0, 0, [16.85], 16.85, 16.85]",None,,0,[16.85],16.85,16.85
45681,None,None,None,None,None,[],None,None
45682,None,None,None,None,None,[],None,None
45683,None,None,None,None,None,[],None,None
45684,None,None,None,None,None,[],None,None
45685,None,None,None,None,None,[],None,None
45686,None,None,None,None,None,[],None,None
45687,None,None,None,None,None,[],None,None
45688,"[116, 3, 0]",None,None,,0,[],None,None
45689,None,None,None,None,None,[],None,None
45690,None,None,None,None,None,[],None,None
45691,None,None,None,None,None,[],None,None
45692,None,None,None,None,None,[],None,None
45693,None,None,None,None,None,[],None,None
45694,None,None,None,None,None,[],None,None
45695,None,None,None,None,None,[],None,None
45696,None,None,None,None,None,[],None,None
45697,None,None,None,None,None,[],None,None
45698,None,None,None,None,None,[],None,None
45699,None,None,None,None,None,[],None,None
45700,None,None,None,None,None,[],None,None
45701,None,None,None,None,None,[],None,None
45702,None,None,None,None,None,[],None,None
45703,None,None,None,None,None,[],None,None
45704,None,None,None,None,None,[],None,None
45705,None,None,None,None,None,[],None,None
45706,None,None,None,None,None,[],None,None
45707,None,None,None,None,None,[],None,None
45708,None,None,None,None,None,[],None,None
45709,None,None,None,None,None,[],None,None
45710,None,"[191, 6, 0, [25.0], 25.0, 25.0]",None,,0,[25.0],25.0,25.0
45711,None,None,None,None,None,[],None,None
45712,None,None,None,None,None,[],None,None
45713,None,None,None,None,None,[],None,None
45714,None,None,None,None,None,[],None,None
45715,None,None,None,None,None,[],None,None
45716,None,None,None,None,None,[],None,None
45717,None,None,None,None,None,[],None,None
45718,None,None,None,None,None,[],None,None
45719,None,None,None,None,None,[],None,None
45720,None,None,None,None,None,[],None,None
45721,None,None,None,None,None,[],None,None
45722,None,None,None,None,None,[],None,None
45723,None,None,None,None,None,[],None,None
45724,None,None,None,None,None,[],None,None
45725,"[97, 3, 0]",None,None,,0,[],None,None
45726,None,None,None,None,None,[],None,None
45727,None,None,None,None,None,[],None,None
45728,None,None,None,None,None,[],None,None
45729,None,None,None,None,None,[],None,None
45730,None,None,None,None,None,[],None,None
45731,None,None,None,None,None,[],None,None
45732,None,None,None,None,None,[],None,None
45733,None,None,None,None,None,[],None,None
45734,None,None,None,None,None,[],None,None
45735,None,None,None,None,None,[],None,None
45736,"[72, 2, 0]",None,None,,0,[],None,None
45737,None,None,None,None,None,[],None,None
45738,None,None,None,None,None,[],None,None
45739,"[96, 3, 0]",None,None,,0,[],None,None
45740,None,None,None,None,None,[],None,None
45741,None,None,None,None,None,[],None,None
45742,None,None,None,None,None,[],None,None
45743,None,None,None,None,None,[],None,None
45744,None,None,None,None,None,[],None,None
45745,None,None,None,None,None,[],None,None
45746,None,None,None,None,None,[],None,None
45747,None,None,None,None,None,[],None,None
45748,None,None,None,None,None,[],None,None
45749,None,None,None,None,None,[],None,None
45750,None,None,None,None,None,[],None,None
45751,None,None,None,None,None,[],None,None
45752,None,None,None,None,None,[],None,None
45753,None,None,None,None,None,[],None,None
45754,None,None,None,None,None,[],None,None
45755,None,None,None,None,None,[],None,None
45756,None,None,None,None,None,[],None,None
45757,"[127, 4, 0]",None,None,,0,[],None,None
45758,None,None,None,None,None,[],None,None
45759,None,None,None,None,None,[],None,None
45760,None,None,None,None,None,[],None,None
45761,"[25, 0, 0]",None,None,,0,[],None,None
45762,None,None,None,None,None,[],None,None
45763,None,None,None,None,None,[],None,None
45764,None,None,None,None,None,[],None,None
45765,None,None,None,None,None,[],None,None
45766,None,None,None,None,None,[],None,None
45767,None,None,None,None,None,[],None,None
45768,None,None,None,None,None,[],None,None
45769,None,None,None,None,None,[],None,None
45770,None,None,None,None,None,[],None,None
45771,None,None,None,None,None,[],None,None
45772,None,None,None,None,None,[],None,None
45773,None,None,None,None,None,[],None,None
45774,None,None,None,None,None,[],None,None
45775,"[25, 0, 0]",None,None,,0,[],None,None
45776,None,None,None,None,None,[],None,None
45777,None,None,None,None,None,[],None,None
45778,None,None,None,None,None,[],None,None
45779,None,None,None,None,None,[],None,None
45780,None,None,None,None,None,[],None,None
45781,None,None,None,None,None,[],None,None
45782,None,None,None,None,None,[],None,None
45783,None,None,None,None,None,[],None,None
45784,"[1488, 49, 4]","[1111, 37, 3, [55.0, 55.0, 55.0], 55.0, 55.0]",None,,0,"[55.0, 55.0, 55.0]",55.0,55.0
45785,None,"[191, 6, 0, [80.0], 80.0, 80.0]",None,,0,[80.0],80.0,80.0
45786,None,None,None,None,None,[],None,None
45787,"[516, 17, 1]",None,None,,0,[],None,None
45788,None,None,None,None,None,[],None,None
45789,None,None,None,None,None,[],None,None
45790,"[3290, 109, 9]",None,None,,0,[],None,None
45791,None,None,None,None,None,[],None,None
45792,None,None,None,None,None,[],None,None
45793,None,None,None,None,None,[],None,None
45794,None,None,None,None,None,[],None,None
45795,None,None,None,None,None,[],None,None
45796,None,None,None,None,None,[],None,None
45797,None,None,None,None,None,[],None,None
45798,None,None,None,None,None,[],None,None
45799,None,None,None,None,None,[],None,None
45800,None,None,None,None,None,[],None,None
45801,"[94, 3, 0]",None,None,,0,[],None,None
45802,"[487, 16, 1]",None,None,,0,[],None,None
45803,None,None,None,None,None,[],None,None
45804,None,None,None,None,None,[],None,None
45805,None,None,None,None,None,[],None,None
45806,"[608, 20, 1]",None,None,,0,[],None,None
45807,None,None,None,None,None,[],None,None
45808,None,None,None,None,None,[],None,None
45809,None,None,None,None,None,[],None,None
45810,None,None,None,None,None,[],None,None
45811,None,None,None,None,None,[],None,None
45812,"[579, 19, 1]",None,None,,0,[],None,None
45813,"[325, 10, 0]",None,None,,0,[],None,None
45814,None,None,None,None,None,[],None,None
45815,None,None,None,None,None,[],None,None
45816,None,None,None,None,None,[],None,None
45817,None,None,None,None,None,[],None,None
45818,None,None,None,None,None,[],None,None
45819,None,None,None,None,None,[],None,None
45820,None,None,None,None,None,[],None,None
45821,None,None,None,None,None,[],None,None
45822,None,None,None,None,None,[],None,None
45823,None,None,None,None,None,[],None,None
45824,"[3070, 102, 8]",None,None,,0,[],None,None
45825,None,None,None,None,None,[],None,None
45826,None,None,None,None,None,[],None,None
45827,None,None,None,None,None,[],None,None
45828,None,None,None,None,None,[],None,None
45829,"[2393, 79, 6]",None,None,,0,[],None,None
45830,None,None,None,None,None,[],None,None
45831,None,None,None,None,None,[],None,None
45832,None,None,None,None,None,[],None,None
45833,None,None,None,None,None,[],None,None
45834,None,None,None,None,None,[],None,None
45835,None,None,None,None,None,[],None,None
45836,None,None,None,None,None,[],None,None
45837,None,None,None,None,None,[],None,None
45838,None,None,None,None,None,[],None,None
45839,None,None,None,None,None,[],None,None
45840,None,None,None,None,None,[],None,None
45841,None,None,None,None,None,[],None,None
45842,"[2552, 85, 6]",None,None,,0,[],None,None
45843,None,None,None,None,None,[],None,None
45844,None,None,None,None,None,[],None,None
45845,None,None,None,None,None,[],None,None
45846,None,None,None,None,None,[],None,None
45847,"[2600, 86, 7]",None,None,,0,[],None,None
45848,None,None,None,None,None,[],None,None
45849,"[2054, 68, 5]",None,None,,0,[],None,None
45850,None,None,None,None,None,[],None,None
45851,None,None,None,None,None,[],None,None
45852,"[3323, 110, 9]",None,None,,0,[],None,None
45853,"[3746, 124, 10]",None,None,,0,[],None,None
45854,None,None,None,None,None,[],None,None
45855,"[2809, 93, 7]",None,None,,0,[],None,None
45856,"[2706, 90, 7]",None,None,,0,[],None,None
45857,None,None,None,None,None,[],None,None
45858,"[3227, 107, 8]",None,None,,0,[],None,None
45859,None,None,None,None,None,[],None,None
45860,None,None,None,None,None,[],None,None
45861,None,None,None,None,None,[],None,None
45862,None,None,None,None,None,[],None,None
45863,None,None,None,None,None,[],None,None
45864,None,None,None,None,None,[],None,None
45865,None,None,None,None,None,[],None,None
45866,None,None,None,None,None,[],None,None
45867,"[899, 29, 2]",None,None,,0,[],None,None
45868,"[2085, 69, 5]","[1999, 66, 5, [78.0, 77.8, 70.0, 50.0], 68.95, 73.9]","[2039, 67, 5, 'None', 'None', 'None']",,0,"[78.0, 77.8, 70.0, 50.0]",68.95,73.9
45869,"[765, 25, 2]",None,"[666, 22, 1, 'None', 'None', 'None']",,0,[],None,None
45870,"[2040, 68, 5]","[1934, 64, 5, [44.44, 23.0], 33.72, 33.72]","[2024, 67, 5, 'None', 'None', 'None']",,0,"[44.44, 23.0]",33.72,33.72
45871,"[1951, 65, 5]","[1893, 63, 5, [13.33, 13.33, 13.33], 13.33, 13.33]","[1508, 50, 4, 'None', 'None', 'None']",,0,"[13.33, 13.33, 13.33]",13.33,13.33
45872,"[2181, 72, 5]","[1782, 59, 4, [11.11], 11.11, 11.11]","[2160, 72, 5, 'None', 'None', 'None']",,0,[11.11],11.11,11.11
45873,"[942, 31, 2]",None,"[377, 12, 1, 'None', 'None', 'None']",,0,[],None,None
45874,None,None,"[677, 22, 1, 'None', 'None', 'None']",,0,[],None,None
45875,"[524, 17, 1]","[251, 8, 0, [21.25, 25.0], 23.13, 23.13]","[481, 16, 1, 'None', 'None', 'None']",,0,"[21.25, 25.0]",23.13,23.13
45876,None,None,"[12, 0, 0, 'None', 'None', 'None']",,0,[],None,None
45877,None,"[263, 8, 0, [80.0], 80.0, 80.0]","[0, 0, 0, 'None', 'None', 'None']",,0,[80.0],80.0,80.0
45878,None,None,None,None,None,[],None,None
45879,None,"[712, 23, 1, [30.0, 30.0, 30.0], 30.0, 30.0]","[752, 25, 2, 'None', 'None', 'None']",,0,"[30.0, 30.0, 30.0]",30.0,30.0
45880,"[9, 0, 0]",None,None,,0,[],None,None
45881,"[464, 15, 1]",None,None,,0,[],None,None
45882,"[588, 19, 1]","[689, 22, 1, [35.0, 30.0], 32.5, 32.5]","[698, 23, 1, 'None', 'None', 'None']",,0,"[35.0, 30.0]",32.5,32.5
45883,None,None,None,None,None,[],None,None
45884,"[742, 24, 2]",None,"[632, 21, 1, 'None', 'None', 'None']",,0,[],None,None
45885,None,None,None,None,None,[],None,None
45886,"[591, 19, 1]","[553, 18, 1, [15.0, 10.0], 12.5, 12.5]","[583, 19, 1, 'None', 'None', 'None']",,0,"[15.0, 10.0]",12.5,12.5
45887,"[357, 11, 0]","[296, 9, 0, [15.0, 15.0, 20.0], 16.67, 15.0]","[345, 11, 0, 'None', 'None', 'None']",,0,"[15.0, 15.0, 20.0]",16.67,15.0
45888,"[859, 28, 2]","[833, 27, 2, [13.0, 22.22, 15.0, 3.0], 13.3, 14.0]","[832, 27, 2, 'None', 'None', 'None']",,0,"[13.0, 22.22, 15.0, 3.0]",13.3,14.0
45889,"[926, 30, 2]",None,"[879, 29, 2, 'None', 'None', 'None']",,0,[],None,None
45890,"[884, 29, 2]","[873, 29, 2, [15.0], 15.0, 15.0]","[877, 29, 2, 'None', 'None', 'None']",,0,[15.0],15.0,15.0
45891,None,"[5, 0, 0, [20.0, 10.0], 15.0, 15.0]",None,,0,"[20.0, 10.0]",15.0,15.0
45892,"[995, 33, 2]","[173, 5, 0, [30.0], 30.0, 30.0]","[723, 24, 1, 'None', 'None', 'None']",,0,[30.0],30.0,30.0
45893,None,None,None,None,None,[],None,None
45894,"[173, 5, 0]","[193, 6, 0, [10.0, 10.0, 10.0, 10.0], 10.0, 10.0]","[204, 6, 0, 'None', 'None', 'None']",,0,"[10.0, 10.0, 10.0, 10.0]",10.0,10.0
45895,None,None,None,None,None,[],None,None
45896,None,None,None,None,None,[],None,None
45897,"[564, 18, 1]","[0, 0, 0, [13.0], 13.0, 13.0]",None,,0,[13.0],13.0,13.0
45898,None,None,"[176, 5, 0, 'None', 'None', 'None']",,0,[],None,None
45899,"[606, 20, 1]",None,"[508, 16, 1, 'None', 'None', 'None']",,0,[],None,None
45900,None,None,None,None,None,[],None,None
45901,None,None,"[125, 4, 0, 'None', 'None', 'None']",,0,[],None,None
45902,None,None,"[465, 15, 1, 'None', 'None', 'None']",,0,[],None,None
45903,"[338, 11, 0]",None,"[13, 0, 0, 'None', 'None', 'None']",,0,[],None,None
45904,"[697, 23, 1]",None,"[178, 5, 0, 'None', 'None', 'None']",,0,[],None,None
45905,"[675, 22, 1]",None,"[639, 21, 1, 'None', 'None', 'None']",,0,[],None,None
45906,None,None,"[80, 2, 0, 'None', 'None', 'None']",,0,[],None,None
45907,None,None,"[172, 5, 0, 'None', 'None', 'None']",,0,[],None,None
45908,None,None,"[31, 1, 0, 'None', 'None', 'None']",,0,[],None,None
45909,None,"[0, 0, 0, [40.0], 40.0, 40.0]","[52, 1, 0, 'None', 'None', 'None']",,0,[40.0],40.0,40.0
45910,"[310, 10, 0]","[124, 4, 0, [16.0], 16.0, 16.0]","[132, 4, 0, 'None', 'None', 'None']",,0,[16.0],16.0,16.0
45911,None,None,"[328, 10, 0, 'None', 'None', 'None']",,0,[],None,None
45912,None,None,None,None,None,[],None,None
45913,"[314, 10, 0]",None,"[304, 10, 0, 'None', 'None', 'None']",,0,[],None,None
45914,None,"[153, 5, 0, [25.0], 25.0, 25.0]","[206, 6, 0, 'None', 'None', 'None']",,0,[25.0],25.0,25.0
45915,None,None,"[260, 8, 0, 'None', 'None', 'None']",,0,[],None,None
45916,None,None,"[277, 9, 0, 'None', 'None', 'None']",,0,[],None,None
45917,"[140, 4, 0]",None,"[230, 7, 0, 'None', 'None', 'None']",,0,[],None,None
45918,None,None,"[12, 0, 0, 'None', 'None', 'None']",,0,[],None,None
45919,None,None,None,None,None,[],None,None
45920,None,None,None,None,None,[],None,None
45921,"[172, 5, 0]",None,"[158, 5, 0, 'None', 'None', 'None']",,0,[],None,None
45922,None,None,None,None,None,[],None,None
45923,"[36, 1, 0]",None,None,,0,[],None,None
45924,None,None,None,None,None,[],None,None
45925,None,None,None,None,None,[],None,None
45926,None,None,None,None,None,[],None,None
45927,None,None,None,None,None,[],None,None
45928,None,None,None,None,None,[],None,None
45929,None,None,None,None,None,[],None,None
45930,"[16, 0, 0]",None,None,,0,[],None,None
45931,"[794, 26, 2]",None,None,,0,[],None,None
45932,"[208, 6, 0]",None,"[181, 6, 0, 'None', 'None', 'None']",,0,[],None,None
45933,"[307, 10, 0]",None,"[277, 9, 0, 'None', 'None', 'None']",,0,[],None,None
45934,"[8, 0, 0]",None,None,,0,[],None,None
45935,None,None,None,None,None,[],None,None
45936,"[109, 3, 0]",None,"[93, 3, 0, 'None', 'None', 'None']",,0,[],None,None
45937,None,None,"[520, 17, 1, 'None', 'None', 'None']",,0,[],None,None
45938,"[532, 17, 1]",None,"[527, 17, 1, 'None', 'None', 'None']",,0,[],None,None
45939,"[569, 18, 1]",None,"[509, 16, 1, 'None', 'None', 'None']",,0,[],None,None
45940,"[1091, 36, 2]",None,"[895, 29, 2, 'None', 'None', 'None']",,0,[],None,None
45941,"[780, 26, 2]",None,"[696, 23, 1, 'None', 'None', 'None']",,0,[],None,None
45942,"[3606, 120, 9]","[291, 9, 0, [60.0], 60.0, 60.0]","[401, 13, 1, 'None', 'None', 'None']",,0,[60.0],60.0,60.0
45943,None,None,"[673, 22, 1, 'None', 'None', 'None']",,0,[],None,None
45944,"[680, 22, 1]",None,"[624, 20, 1, 'None', 'None', 'None']",,0,[],None,None
45945,"[899, 29, 2]",None,"[797, 26, 2, 'None', 'None', 'None']",,0,[],None,None
45946,None,None,None,None,None,[],None,None
45947,"[1028, 34, 2]",None,"[690, 23, 1, 'None', 'None', 'None']",,0,[],None,None
45948,None,None,None,None,None,[],None,None
45949,"[467, 15, 1]",None,None,,0,[],None,None
45950,None,None,None,None,None,[],None,None
45951,None,"[465, 15, 1, [8.0], 8.0, 8.0]",None,,0,[8.0],8.0,8.0
45952,"[647, 21, 1]","[0, 0, 0, [38.89], 38.89, 38.89]",None,,0,[38.89],38.89,38.89
45953,"[1842, 61, 5]","[0, 0, 0, [22.5], 22.5, 22.5]","[1806, 60, 4, 'None', 'None', 'None']",,0,[22.5],22.5,22.5
45954,"[829, 27, 2]",None,"[779, 25, 2, 'None', 'None', 'None']",,0,[],None,None
45955,"[929, 30, 2]",None,None,,0,[],None,None
45956,None,"[391, 13, 1, [21.0], 21.0, 21.0]",None,,0,[21.0],21.0,21.0
45957,"[678, 22, 1]","[509, 16, 1, [25.0], 25.0, 25.0]",None,,0,[25.0],25.0,25.0
45958,"[936, 31, 2]","[676, 22, 1, [11.11], 11.11, 11.11]","[902, 30, 2, 'None', 'None', 'None']",,0,[11.11],11.11,11.11
45959,None,None,None,None,None,[],None,None
45960,"[806, 26, 2]","[680, 22, 1, [15.0, 15.0], 15.0, 15.0]","[788, 26, 2, 'None', 'None', 'None']",,0,"[15.0, 15.0]",15.0,15.0
45961,"[2768, 92, 7]","[2712, 90, 7, [4.0, 5.0, 3.33, 5.0], 4.33, 4.5]","[2758, 91, 7, 'None', 'None', 'None']",,0,"[4.0, 5.0, 3.33, 5.0]",4.33,4.5
45962,None,"[0, 0, 0, [8.0], 8.0, 8.0]","[102, 3, 0, 'None', 'None', 'None']",,0,[8.0],8.0,8.0
45963,None,None,"[752, 25, 2, 'None', 'None', 'None']",,0,[],None,None
45964,"[1719, 57, 4]",None,"[1717, 57, 4, 'None', 'None', 'None']",,0,[],None,None
45965,None,None,"[247, 8, 0, 'None', 'None', 'None']",,0,[],None,None
45966,"[334, 11, 0]","[0, 0, 0, [10.0], 10.0, 10.0]","[523, 17, 1, 'None', 'None', 'None']",,0,[10.0],10.0,10.0
45967,None,None,"[125, 4, 0, 'None', 'None', 'None']",,0,[],None,None
45968,"[330, 11, 0]",None,"[85, 2, 0, 'None', 'None', 'None']",,0,[],None,None
45969,None,"[315, 10, 0, [20.0, 25.0, 20.0], 21.67, 20.0]","[733, 24, 2, 'None', 'None', 'None']",,0,"[20.0, 25.0, 20.0]",21.67,20.0
45970,"[885, 29, 2]",None,"[697, 23, 1, 'None', 'None', 'None']",,0,[],None,None
45971,"[75, 2, 0]",None,None,,0,[],None,None
45972,"[1162, 38, 3]",None,"[1057, 35, 2, 'None', 'None', 'None']",,0,[],None,None
45973,None,"[564, 18, 1, [15.56, 15.56], 15.56, 15.56]",None,,0,"[15.56, 15.56]",15.56,15.56
45974,"[574, 19, 1]","[263, 8, 0, [5.0], 5.0, 5.0]","[298, 9, 0, 'None', 'None', 'None']",,0,[5.0],5.0,5.0
45975,None,None,"[659, 21, 1, 'None', 'None', 'None']",,0,[],None,None
45976,"[745, 24, 2]",None,"[728, 24, 1, 'None', 'None', 'None']",,0,[],None,None
45977,None,None,"[337, 11, 0, 'None', 'None', 'None']",,0,[],None,None
45978,"[627, 20, 1]",None,"[502, 16, 1, 'None', 'None', 'None']",,0,[],None,None
45979,"[375, 12, 1]",None,"[283, 9, 0, 'None', 'None', 'None']",,0,[],None,None
45980,None,None,None,None,None,[],None,None
45981,None,None,None,None,None,[],None,None
45982,None,None,None,None,None,[],None,None
45983,"[1285, 42, 3]",None,None,,0,[],None,None
45984,"[486, 16, 1]","[257, 8, 0, [21.25], 21.25, 21.25]","[466, 15, 1, 'None', 'None', 'None']",,0,[21.25],21.25,21.25
45985,"[431, 14, 1]",None,"[424, 14, 1, 'None', 'None', 'None']",,0,[],None,None
45986,"[573, 19, 1]",None,"[552, 18, 1, 'None', 'None', 'None']",,0,[],None,None
45987,"[602, 20, 1]",None,"[598, 19, 1, 'None', 'None', 'None']",,0,[],None,None
45988,"[703, 23, 1]",None,"[700, 23, 1, 'None', 'None', 'None']",,0,[],None,None
45989,None,"[568, 18, 1, [15.0], 15.0, 15.0]","[475, 15, 1, 'None', 'None', 'None']",,0,[15.0],15.0,15.0
45990,"[541, 18, 1]","[475, 15, 1, [48.0], 48.0, 48.0]","[536, 17, 1, 'None', 'None', 'None']",,0,[48.0],48.0,48.0
45991,None,None,"[202, 6, 0, 'None', 'None', 'None']",,0,[],None,None
45992,"[503, 16, 1]",None,"[327, 10, 0, 'None', 'None', 'None']",,0,[],None,None
45993,"[185, 6, 0]",None,"[152, 5, 0, 'None', 'None', 'None']",,0,[],None,None
45994,"[149, 4, 0]",None,"[87, 2, 0, 'None', 'None', 'None']",,0,[],None,None
45995,None,None,"[117, 3, 0, 'None', 'None', 'None']",,0,[],None,None
45996,"[472, 15, 1]",None,"[471, 15, 1, 'None', 'None', 'None']",,0,[],None,None
45997,"[187, 6, 0]",None,"[182, 6, 0, 'None', 'None', 'None']",,0,[],None,None
45998,"[804, 26, 2]",None,"[856, 28, 2, 'None', 'None', 'None']",,0,[],None,None
45999,"[604, 20, 1]",None,"[802, 26, 2, 'None', 'None', 'None']",,0,[],None,None
46000,"[1038, 34, 2]",None,"[327, 10, 0, 'None', 'None', 'None']",,0,[],None,None
46001,None,None,"[664, 22, 1, 'None', 'None', 'None']",,0,[],None,None
46002,"[864, 28, 2]",None,"[857, 28, 2, 'None', 'None', 'None']",,0,[],None,None
46003,None,None,"[150, 5, 0, 'None', 'None', 'None']",,0,[],None,None
46004,None,None,"[200, 6, 0, 'None', 'None', 'None']",,0,[],None,None
46005,None,None,"[282, 9, 0, 'None', 'None', 'None']",,0,[],None,None
46006,"[1613, 53, 4]",None,"[1613, 53, 4, 'None', 'None', 'None']",,0,[],None,None
46007,"[2025, 67, 5]",None,"[2019, 67, 5, 'None', 'None', 'None']",,0,[],None,None
46008,"[445, 14, 1]",None,"[411, 13, 1, 'None', 'None', 'None']",,0,[],None,None
46009,None,None,"[248, 8, 0, 'None', 'None', 'None']",,0,[],None,None
46010,"[698, 23, 1]",None,"[83, 2, 0, 'None', 'None', 'None']",,0,[],None,None
46011,"[436, 14, 1]",None,"[433, 14, 1, 'None', 'None', 'None']",,0,[],None,None
46012,None,None,None,None,None,[],None,None
46013,"[12, 0, 0]",None,None,,0,[],None,None
46014,"[808, 26, 2]","[769, 25, 2, [7.5], 7.5, 7.5]","[682, 22, 1, 'None', 'None', 'None']",,0,[7.5],7.5,7.5
46015,None,None,"[101, 3, 0, 'None', 'None', 'None']",,0,[],None,None
46016,"[2536, 84, 6]","[1901, 63, 5, [11.0, 11.0, 14.0, 9.0, 11.11, 9.0, 9.0, 9.0, 9.0, 12.22, 7.78, 13.33, 12.22, 12.22, 16.0, 12.22, 12.22, 13.33], 11.31, 11.66]","[1576, 52, 4, 'None', 'None', 'None']",,0,"[11.0, 11.0, 14.0, 9.0, 11.11, 9.0, 9.0, 9.0, 9.0, 12.22, 7.78, 13.33, 12.22, 12.22, 16.0, 12.22, 12.22, 13.33]",11.31,11.66
46017,None,None,"[0, 0, 0, 'None', 'None', 'None']",,0,[],None,None
46018,None,None,"[767, 25, 2, 'None', 'None', 'None']",,0,[],None,None
46019,"[2162, 72, 5]",None,"[2098, 69, 5, 'None', 'None', 'None']",,0,[],None,None
46020,None,None,"[579, 19, 1, 'None', 'None', 'None']",,0,[],None,None
46021,None,None,None,None,None,[],None,None
46022,None,"[77, 2, 0, [50.0], 50.0, 50.0]","[0, 0, 0, 'None', 'None', 'None']",,0,[50.0],50.0,50.0
46023,"[1973, 65, 5]","[1836, 61, 5, [22.22, 27.78, 27.78, 22.22, 22.22, 27.78, 27.78], 25.4, 27.78]","[1817, 60, 4, 'None', 'None', 'None']",,0,"[22.22, 27.78, 27.78, 22.22, 22.22, 27.78, 27.78]",25.4,27.78
46024,"[2160, 72, 5]",None,"[0, 0, 0, 'None', 'None', 'None']",,0,[],None,None
46025,"[2004, 66, 5]",None,"[0, 0, 0, 'None', 'None', 'None']",,0,[],None,None
46026,None,None,None,None,None,[],None,None
46027,None,None,None,None,None,[],None,None
46028,None,None,None,None,None,[],None,None
46029,None,None,None,None,None,[],None,None
46030,None,None,None,None,None,[],None,None
46031,None,None,None,None,None,[],None,None
46032,None,None,None,None,None,[],None,None
46033,None,None,None,None,None,[],None,None
46034,None,None,None,None,None,[],None,None
46035,None,None,None,None,None,[],None,None
46036,None,None,None,None,None,[],None,None
