degree_category,institution,comment,degree
Diploma,"ICBT Campus , Colombo","Computer Platforms & Operating Systems
Software Constructs & Tools
System Analysis
Networking with Internet
Introduction to Programming in C
Computer Implementation Project
Data Analysis & Database Design
Computing Solution – MIS
Visual programming Techniques with VB.NET
Exploring VB.NET Win Forms
Database Management Systems with Oracle
Object Oriented Development Using C++
Data Structures with C++
Operating System and Linux
Object Oriented Programming with Java 2.0
HTML
Communication Technology",Diploma
Diploma,University of Colombo School of Computing,,Diploma
Diploma,United States Naval Schools,Graduated Top of Class,Diploma
Diploma,United States Naval Schools,Graduated with Honors,Diploma
Diploma,United States Naval Schools,,Diploma
Diploma,Central Arizona College,I received my Associate of Arts Degree.,Diploma
Diploma,Technical University of Lisbon,Corporate and Industry Foresight; Strategy and Decision Making; Competitive Intelligence; Trends Analysis; Scenario Thinking,Diploma
Diploma,Government college,"Completion of 2 yrs in Faculty of Science
Gave more heed give to the English skills.
Various class scholarships from Unique Science academy.
Enthusiastic member of literary society.",Diploma
Diploma,North Metro Technical College,"I graduated with a 4.0 GPA in March, 2007. ",Diploma in Visual Communication with a Print Design Specialty
Diploma,"Newark College of Engineering, Newark",,Diploma
Diploma,Institute of Audio Research,"Graduated with a 4.0 GPA. Went to school from PA to NYC almost every day on the train, 2 and half hours each way.",Diploma
Diploma,Randwick Technical College,,"Small Business Administration, Diploma"
Diploma,Moorpark,,Diploma
Diploma,University of Phoenix,Degree in Information Systems and Technology,Diploma
Diploma,Asheville-Buncombe Technical Community College,"Technologies used in this program:

HTML5
CSS3
Javascript
JQuery
JSON
AJAX
Nodejs
MongoDB
Socket IO",Diploma
Diploma,MTC,"I finished the course in less than 2 months time since I am already a nurse by profession, I did not find the course difficult.",Diploma
Diploma,Masuk High School,"National Honor Society 
3.6 GPA",Diploma
Diploma,BrainBench,,Diploma
Diploma,Buena High School,,Diploma
Diploma,Columbia State Community College,I graduate with an Associates of Applied Science Degree in Business.,Diploma
Diploma,Maya Academy of Advanced Cinematics,,Diploma
Diploma,Indiana Univerisity,Economics was the most interesting area of education I studied. It still amazes me how supply and demand effect everything we buy.,Diploma
Diploma,Central Florida Community College,"I have an Associates Degree in Drafting and Design Technology focused mainly
on the Architectural aspect of it.

  
Courses included:

  
Architectural Desktop

Engineering Graphic and Design

AutoCAD 2004

  
As well as many others.  After college I learned Softplan to better my
knowledge of the architectural world.",Diploma
Diploma,Southern High,,Diploma
Diploma,Remington College,,Diploma
Diploma,Lorain County Community College,,Diploma
Diploma,Luzerne County Community College,,Diploma
Diploma,canarsie,It was a good experience but in the end I want to be a writer not a nurse.,Diploma
Diploma,Amercian School of Broadcasting,"10 month intensive training in all aspects of Radio Broadcasting i.e. Dee Jay training, News reporting, sports reporting and play by play training, weather and Traffic reporting.  did a 2 hour Live Radio Show weekly which was monitored by my instructors averaged a 98% overall score.",Diploma
Diploma,"Academy for Math, Engineering and Science","Excelled in technology, math, science and engineering projects.  
Graduated with a 3.8 GPA.
High school with an emphasis on college academia.  
University of Utah courses offered and taken:

Statistics 1010
Calculus 2010
Physics 2210
Writing 1010
Chemistry 2010",Diploma
Diploma,South Baltimore School of Registered Nursing,,Diploma Registered Nurse
Diploma,The University of Queensland,,Graduate Diploma in Education - Secondary
Diploma,"Fanshawe College (London, Ontario, Canada)",,Industrial Design Diploma
Diploma,Lawton Schools,Graduated with 4.0,Diploma
Diploma,Chamber of Commerce and Industry Lyon,SUPERIOR TRAINING PERFUMES AND COSMETICS ( Negociation – Marketing in cosmetics),Diploma
Diploma,MacArthur High School,,Diploma
Diploma,Art Institute of Pittsburgh,,Web Design and Multimedia Diploma
Diploma,Sydney University ,Part-time post graduate study while working in Corporate & International tax at Deloitte,Graduate Diploma of Tax  (Law faculty)
Diploma,Vacaville High School,,Diploma
Ambiguous,Intertech,http://www.intertech.com/Training/Microsoft/Visual-Studio/C-Sharp,Complete C# using Visual Studio 2010
Ambiguous,University of the Pacific,,Political Science
Ambiguous,Lansing Community College,,Engineering Degree
Ambiguous,Lanier Tech,,Web Development Specialist
Ambiguous,Newberry College,,Political Science; Communications
Ambiguous,"Anti-Aging Institute of Paris, France",Advanced level medical training on all anti-aging modalities. Non-invasive and invasive procedures with pre and post procedural care.,Anti-Aging Certification 
Ambiguous,DMCG,,Medicine & Surgery
Ambiguous,Illinois State University,Emphasis was on actuarial science.  Began computer programming skills here.,Mathematics & Economics
Ambiguous,Virginia Tech University,Masters Program.,"Foreign Languages, Cultures, and Literature."
Ambiguous,"University San Martin de Porres; Lima, Peru",,Language and Literature	
Ambiguous,Purdue University,,Finance
Ambiguous,"English Department, Alexandria University, Egypt",,Language and Translation
Ambiguous,Dale Carnegie,,Effective Communications and Human Relations/Skill
Ambiguous,University of Pennsylvania,I had the opportunity to take Dr. Martin Seligman's world famous course.,Positive Psychology Course
Ambiguous,Morgan Consulting,"The Morgan Method is an industry standard for effective training on sourcing, and overcoming objections. A must for serious human capital professionals.",Morgan Method Recruiting
Ambiguous,State University of New York,,Graphic Design
Ambiguous,School of Visual Arts,,Advertising and Communications
Ambiguous,"University of Maryland, College Park",,course work in the computer sciences 
Ambiguous,Universite de Poitiers,,"Traduccion, francaise"
Ambiguous,Seattle Reflexology and Massage,Reflexology Degree.,Certified Reflexologist
Ambiguous,Brian Utting School of Massage,,Massage Therapy Degree
Ambiguous,California School of Herbal Studies,Taught by renowned herbalist Rosemary Gladstar,certified herbalist
Ambiguous,Seattle Dental Assistant School,dental assistant graduate,certified dental assistant
Ambiguous,Bellevue College,"Studied psychology, speech and english literature",Social Work
Ambiguous,Anne Frank-Gymnasium,,Abitur
Ambiguous,U.S. Army Signal Corps,,Communication Systems Engineer
Ambiguous,"Simone de Beauvoir Institute, Concordia University",,Special Lillian Robinson Scholar
Ambiguous,American Association of Professional Coders,,Certified Professional Coder Apprentice
Ambiguous,Institute of Children's Literature,,Writing for Children and Teens
Ambiguous,University of Southern California,A six month audit course,audit
Ambiguous,University of San Diego,,Pupil Personnel Services Credential
Ambiguous,The Paul Mitchell School,,Cosmetology License
Ambiguous,Glassboro State College,,English & Special Education Teacher Certification
Ambiguous,Westchester Community College,online class,Adobe InDesign class
Ambiguous,School of Visual Arts,,Type & Design class
Ambiguous,Western Washington University ,,History and Economics 
Ambiguous,Santa Rosa Junior College,,General Education
Ambiguous,Rhodes College,,Political Science
Ambiguous,University of Nevada Las Vegas,,Bio Chem
Ambiguous,Mansfield University,,Minor in Creative Writing
Ambiguous,Texas A&M University,ABD - English Renaissance Literature,Graduate Studies
Ambiguous,Defense Information School,,Public Affairs
Ambiguous,Association of Financial Professionals,,Certified Treasury Profession (CTP) 
Ambiguous,Penn Valley,,Economics (1984)
Ambiguous,St. Leo University,,Accounting (1986)
Ambiguous,Ohio State University,,Journalism
Ambiguous,Southwest Texas State University,,Studied Mass Communications
Ambiguous,Workshops,"Casting Access       	Jason Wood, CSA                            San Diego
Scene Study			Jason Alexander Master Class	   Los Angeles
Voice Over                                                                                San Diego
On Camera Commercials Tom Logan, DGA                            San Diego
Voice Over                       Cashman Cache                              Los Angeles
Voice Over                        UHearMe, Inc                                  Los Angeles
Scene Study	",Ongoing Training
Ambiguous,Loyola University,,Accounting
Ambiguous,University of Cincinnati,"While at the University of Cincinnati I developed my own major with a personalized curriculum.  I studied design and fine art through the university's DAAP program, and studied Communications, Literature, Classics, and Philosophy through the College of Arts and Sciences.  This personalized course of study allowed me to develop skills to create communicative art and designs.",Visual Communications and Storytelling
Ambiguous,New England School of Photography,,Graduated With Honors - Commercial Photogrpahy
Ambiguous,Western Michigan University,Marketing Research/Russian, .  
Ambiguous,University of Wisconsin- Madison,,Communication Arts
Ambiguous,CSU Monterey Bay,"Two week workshop where students came from CSU Long Beach, San Jose State University, Sheridan College, Ringling College, Woodbury University, and Laguna College, to create and study their character for an animated short. My short was hand drawn.",Understanding your Character for Animation-Credit
Ambiguous,Lake Superior College,,Transfer
Ambiguous,University of Maryland College Park,,English Literature and Language
Ambiguous,Harvard University,Mind Body Medicine Studies at the renowned Benson Henry Institute,Post graduate studies
Ambiguous,"California State University, Long Beach",,"Post baccalaureate degree, Industrial Design"
Ambiguous,Certified Environmental Compliance Manager,,CECM
Ambiguous,Florida State University,,Social Sciences and Economics
Ambiguous,"Florida State University, Brigham Young University",,Mass Communications
Ambiguous,"University of Colorado, Cardiovascular Pulm Lab ",,Fellowship in Maternal Fetal Medicine- joint
Ambiguous,"University of Colorado, Cell & Molecular Biol",,Graduate Studies
Ambiguous,Technische Universitaet Berlin,Diplomarbeit: Staged design for highly concurrent web servers,Diplom-Informatik
Ambiguous,National Fire Academy,,Several Course
Ambiguous,Los Angeles Community College,,Applied Mathematics
Ambiguous,Metropolitan State University of Denver,,CIS
Ambiguous,Midlands Technical College,Certifications ,Medical Billing and Terminolgy
Ambiguous,Newberry Technical College,,Flex Facilitator Trainer
Ambiguous,Resume Writing Academy,Advanced branding techniques to keep up with the evolving LI platform,Powerful LinkedIn Profile Writing 
Ambiguous,LinkedIn Profile Training,Best practices and writing guidelines for LI profile writing and optimization,LinkedIn for Job Seekers
Ambiguous,University of New Mexico,A very nice mix of both software and hardware topics were covered in this degree program. I am as comfortable doing high end thick apps as well as circuit design and firmware!,Computer Engineering
Ambiguous,University of Iowa,,Elementary Education and Psychology
Ambiguous,University Of California Santa Cruz,"An undergraduate degree program focused on the construction and design of interactive computer games. Reflecting both the growing cultural and economic importance of the computer gaming industry within California and the increasing complexity and specialization of computer gaming systems, the program focuses on the technical, narrative, and artistic underpinnings of these games. The degree features a freshman year introduction to game design, a sophomore year game programming experience, two",Computer Science: Video Game Design
Ambiguous,"Stockton State College, Pomona New Jersey","Carried double major in History/Art History. Left school minus a 1 credit seminar in June 1976. GPA 3.75

Chairman, Stockton Student Union September 1975 -June 1976",N/A
Ambiguous,Syracuse University International Programs Abroad,Studied Art History in Florence Italy. 31 credit intensive semester abroad.,N/A
Ambiguous,Columbus State University,,Computer Science
Ambiguous,American River College ,,Respiratory Therapy  
Ambiguous,Montana State University,"I earned a Bachelor of Science as a Physics Professional with electives in Electrical Engineering Computer Science, and Philosophy. ",Physics Professional
Ambiguous,University of Wisconsin,,Mass Communications and Creative Writing
Ambiguous,University of Memphis,Studied general courses and business.,General Studies/Business Studies
Ambiguous,State Technical Institute,Took business courses in accounting and communications.,Business Studies
Ambiguous,Irvine Valley College,,English
Ambiguous,Universita' degli studi di Padova,,Degree in Computer Science
Ambiguous,Merida's Technological Institute - ITM (Mexico),,Engineering Degree in Mechanics 
Ambiguous,Interlochen Arts Academy,,Theater Degree
Ambiguous,The Ohio State University ,"Beginning my junior year of college at The Ohio State University after completing my first two years at Columbus State Community College. 
Concentration in writing, rhetoric, and literacy 
Minoring in creative writing",English Major 
Ambiguous,Kalamazoo College,,English Major (no degree)
Ambiguous,"University of Wisconsin, Madison",,Comparative Literature Major (no degree)
Ambiguous,University of South Carolina,,Interdisciplinary Studies - Psychology/Sociology
Ambiguous,Microsoft,,Certified Professional
Ambiguous,COMPTIA,,A+
Ambiguous,Pikes Peak Community College,"Targeted Course Work:

        ~ Strength of Materials (Engineering)
        ~ Advanced Solidworks
        ~ SolidWorks Mechanical
        ~ Intro to ProE (Creo 2 Parametric)
        ~ CAD/CAM 2D (MasterCAM) 
	~ Intro to Milling Machine 
	~ Computer Aided Drafting I
	~ Jewelry And Metalwork I",CAD- Modeling Design
Ambiguous,Antonelli School of Art and Photography,,Advertising Design Degree
Ambiguous,Univ of MD,,Psychology
Ambiguous,Pennsylvania State University,Bachelor of the Arts in Film and Video Production,Film and Video
Ambiguous,Midlands Audio Institute/Midlands Tech,,Audio Engineering
Ambiguous,Augusta State University,,Music Education
Ambiguous,Kennesaw State University,,Music Education
Ambiguous,California State University,,"Research Psychology, Art & Conflict Resolution"
Ambiguous,IFSP -Federal Institute of Technology in Sao Paulo,"technology analysis and systems development, java, C++, HTML5 e CSS, PHP and MySQL.",Technology analysis and systems development
Ambiguous,ETE - Centro Paula Souza,"Creation, hand drawings, illustration techniques, Motion and web.",Technical graphic designer
Ambiguous,"""Ariadna"" College, Sofia, Bulgaria",,Fashion Design
Ambiguous,"""Ariadna"" College, Sofia, Bulgaria",,Fashion Design
Ambiguous,?	St. Petersburg State Technical University,,St. Petersburg State Technical University
Ambiguous,Parsons The New School for Design,,Communication Design
Ambiguous,"El Camino College - Torrance, California",,Information Technology and Computer Science
Ambiguous,National Radio Institute - McGraw Hill,"Studied computer mathematics, algorithms, logic, and flowcharting. Completed projects in 8088 Assembly, C++, Pascal, BASIC and COBOL.",Computer Programming
Ambiguous,International Academy of Design & Technology,,Web Design & Development
Ambiguous,Lee University,,Music
Ambiguous,Catawba Valley Community College,,Music and video Broadcast
Ambiguous,Montclair State University NJ,,Bechelor in Computer Science
Ambiguous,Art Center College of Design,,Advertising
Ambiguous,Univercity of Pune,,MCM
Ambiguous,University of North Carolina at Chapel Hill,,Journalism and Mass Communication
Ambiguous,Louisiana State University,Some college experience in pursuit of a psychology major.,Psychology Major
Ambiguous,Mentoring in Information Brokering,,"study with Amelia Kassel, a recognized expert"
Ambiguous,"Cochise Community College, Arizona","Recently I finished a course in e-book publishing, during which I learned how to prepare a book for publication at Amazon Kindle Direct Publishing, Smashwords, Lulu and other e-publishing sites.",No degree
Ambiguous,"Kelly Services, Administrative",I went to work for Kelly Services as a temporary secretary and learned various  programs from Microsoft and Apple systems.,No degree offered
Ambiguous,"University of Maryland, Zweibruecken, Germany","While living overseas, I studied for a degree in English, but due to a move back to the United States, I didn't finish. However, I studied creative writing at extended learning classes and correspondence courses. I finished all of these courses ",No degree
Ambiguous,"Moline Senior High, Moline, Illinois","Took typing, shorthand, filing, office machines, and other courses leading to a career in secretarial work. Over the years, I've improved my skills by learning computer programs to keep up with the changing times.",Graduated
Ambiguous,National Genealogical Society,"To improve myself, I took a course in genealogy through the National Genealogical Society. I have spent many hours researching my adoptive families, my birth family, and my sister's birth family.",No degree offered
Ambiguous,Brigham Young University,,History
Ambiguous,State University of New York at Potsdam,,English
Ambiguous,University of Pennsylvania,,Business Information Systems
Ambiguous,"Indiana University School of Medicine, USA",,"Postdoc, preclinical research"
Ambiguous,"Purdue University, USA",,Postdoc
Ambiguous,"Univ. d'Auvergne, Clermont-Ferrand, France","Food Science and Nutrition
Thesis written in French","Diplome d'Etudes Approfondies, Food Science"
Ambiguous,"Univ. Agricultural Sciences, Vienna, Austria","Animal Sciences and Statistics
Thesis in German","Diplom Ingenieur, Statistics"
Ambiguous,Instituto de ciencias y artes,,Professional Graphic Designer
Ambiguous,"California State University, Northridge","Bachelor of Science, Computer Science
Emphasis in Computer Graphics
Minor in Engineering
Minor in Mathematics
",Computer Science
Ambiguous,Brigham Young University,,English Language and Linguistics
Ambiguous,Ngee Ann Polytechnic (Singapore,,Mass Communication
Ambiguous,Specs Howard School of Broadcasting Arts,,Broadcasting
Ambiguous,Penn State University,,Graduate Coursework
Ambiguous,AM Kommunikation,,apprenticeship as a media designer
Ambiguous,ICES-International Cake Exploration Societe," ICES is an international organization that proudly serves over 4,000 registered members from around the world.  Members include novices or experienced cake and sugar artists.",Membership
Ambiguous,Baylor University,"I had a 3.8 GPA in a highly rated private college, Baylor University, located in Waco, Tx. I've spent 3 years in the electrical engineering career field I have extensive experience in technical writing, engineering review, electrical design, ...etc.",Electrical and Computer Engineering Undergraduate
Ambiguous,University of Iowa,,Cinema
Ambiguous,Delaware Valley College,,"English, Media and Communications"
Ambiguous,Brooklyn College - City University of New York,,Business Management and Finance
Ambiguous,University of Massachusetts - Boston,,Graduate courses in Writing and English Literature
Ambiguous,North Greenville University,,Studio Art: Graphic Design
Ambiguous,Purdue University,,Professional and Technical Writing
Ambiguous,School of Visual Arts,"As a prelude to beginning a career in advertising, and with the help of this course,
I learned the ins and outs of writing advertising copy, which is quite different from
other writing disciplines. It was an intensive lesson in writing to sell.  I put together my first advertising portfolio which helped me find my first job.",Advertising Copywriting
Ambiguous,University of California Berkeley,,"Physics, Chemistry, Biology, Certification"
Ambiguous,Texas A&M,,Psychology
Ambiguous,University of Missouri,,Electrical Engineering
Ambiguous,Oklahoma State University,,Hotel and Restaurant Administration – Hospitality 
Ambiguous,University of Wisconsin-Whitewater,,"English, Journalism"
Ambiguous,Art Center College of Design,,Transportation Design
Ambiguous,"Montana State University, Great Falls Campus","I have taken various classes through the years, including Photoshop, QuickBooks, and web design.",No Degree
Ambiguous,Technical University of Moldova,,Computer Science & Informatics
Ambiguous,University of Wisconsin - Milwaukee,Bachelor of Science in Special Education,Special Education
Ambiguous,Indiana University Bloomington,"Studio Art Major with Graphic Design focus, along with receiving a Journalism Certificate",Studio Art - Graphic Design
Ambiguous,Business Class,,Linux System Administrator
Ambiguous,Business Class,,SQL Designer/Administrator
Ambiguous,IEEE,,IEEE
Ambiguous,"University of Nevada, Reno",,Computer Science / Information Technology
Ambiguous,The Learning Center,,Microsoft Certified Trainer
Ambiguous,The Learning Center,,Microsoft Certified System Engineer
Ambiguous,Kansas City Art Institute,"30 hours of Design - Industrial and Graphic Design including model making & marker rendering.
10 hours of Foundations - Woodshop, BW photography & darkroom, Calligraphy & Book making.",Graphic Design
Ambiguous,St. Hugh’s High School,"Communication Studies
Management of Business 
",Caribbean Advance Proficiency Exam (CAPE)
Ambiguous,St. Hugh’s High School,"English Language		
English Literature		
Information Technology 	
Principles of Accounts	
Mathematics			
History 			
Visual Arts			
",Caribbean Examination Council (C.X.C)
Ambiguous,ACCA,,CERTIFIED ACCOUNTING TECHNICIAN  T1
Ambiguous,Hondros College,,Real estate
Ambiguous,Brigham Young University,,Computer Science
Ambiguous,University of California Berkeley Extension,,TESL
Ambiguous,Squaw Valley Com of Writers Screenwriters Workshop,"The Squaw Valley Community of Writers Screenwriters Workshop is sponsored by the American Film Institute and meets for one week each summer. Participants must apply with a completed script and go through a vetting process before being accepted. Hundreds of applications are received for about twenty openings. I was privileged to be accepted with my script Second Act. Classes were held every morning and afternoons were set aside to meet with writing mentors, revise scripts, film a scene with",n/a
Ambiguous,East of Eden Writers Conference,,Attended Writers Workshops
Ambiguous,Ohlone College,Creative Writing and Freelance Writing,"Writing Classes, 5 units"
Ambiguous,"Bharathidasan University, Trichy, India","2 years Masters Degree, First Class with 75.0% Marks

Specialized in Data Structures and Computer Algorithms, Principles of Information Technology, Object Oriented Programming (C++, Java), Management Information Systems, Internet Programming, Data Communication Systems, Oracle, Multimedia Applications, Principles of E-commerce, Software Engineering, Distributed Operating Systems, Wireless Communication. ",M S Information Technology
Ambiguous,Los Angeles Valley College,,60 units of general and business-specific courses
Ambiguous,Dutchess Community College (SUNY),,Liberal Arts and Humanities
Ambiguous,United States Air Force,,NCO Leadership School Distinguished Graduate
Ambiguous,University of Florida,,Astronautical Engineering
Ambiguous,Exeter University,,Combined Honours French and German
Ambiguous,University of Nebraska ,,Engineering
Ambiguous,University of Texas at Austin,,Biology
Ambiguous,American Council on Exercise (ACE),,Personal Trainer Certification
Ambiguous,Wichita State University,,Graphic Design / Art History
Ambiguous,University at Albany,,"Biology, English"
Ambiguous,Westwood College ,,Marketing
Ambiguous,REAL ESTATE EXPRESS,"State Required 90-Hour Principles of Real Estate Practice and Real Estate Law - EXPECTED LICENSE DATE SEPTEMBER, 2013",Washington Real Estate Salesperson/Broker License
Ambiguous,"Vrije Universiteit, VU Amsterdam",International Student Exchange Program.,"International Business, Non-degree Graduate"
Ambiguous,University of Brighton,"Study-Abroad Program with The Minneapolis College of Art & Design and The University of Brighton, in England. Focused Study in Illustration, and also Graphic Design, Photography, and Fine Art. ",Study-Abroad
Ambiguous,"University of California, Berkeley",,Rhetoric of Public Discourse
Ambiguous,Georgetown university ,Certification screenwriting,Screenwriting 
Ambiguous,Centre College,,Psychology and French
Ambiguous,University of Indianapolis,"Much of my studies involved the discovery of my interest in philosophy. My classes ranged in many topics such as theatre, trigonometry, and philosophy. ",Philosophy
Ambiguous,University of Oklahoma,,Journalism
Ambiguous,Samford University,,Political Science
Ambiguous,University California Los Angeles ,,Political Science and International Relations
Ambiguous,Texas Tech University,,Molecular Biology & Marketing
Ambiguous,Universiteit Gent,,Computer Science and Applied Mathematics
Ambiguous,WGU,"in progress, focus on certifications to refresh/stay up to date",Information Technology
Ambiguous,UCLA,,Screenwriting
Ambiguous,Austin Community College,,Revit Essentials
Ambiguous,MTI College,4.0 GPA,Architectural Design & Drafting
Ambiguous,Dept of Pharmacy & Licensing,,Pharmacy Technician
Ambiguous,Writing Boot Camp with Orson Scott Card,"A by-audition ""boot camp"" led by acclaimed science fiction author, Orson Scott Card. ",N/A
Ambiguous,University of Missouri -- Rolla,Graduated with double major -- psychology and computer science. ,Psychology and Computer Science
Ambiguous,Arizona State University,,Communication/Film
Ambiguous,FreeCodeCamp,Full Stack Developer,Computer Science
Ambiguous,St. Mary's of the Woods,A major in creative writing allows me to write both captivating fiction and creative non-fiction.,Creative Writing
Ambiguous,Center for Creative Media,"I've participated in hands-on learning of creating professional-level material for a client for 2 full years, seeing my projects used for commercial enterprises, including but not limited to: a music video, a theater event, web design, and unique stadium screens.",Internship
Ambiguous,Reading Area Community College,,Assocates in the Arts Degree
Ambiguous,UCLA,,Screenwriting
Ambiguous,Edmonds CC,"Back during the dawn of logic circuits and Intel's 8080 microprocessor my fascination with electronics and software (punchholed tape) began. My education not only provided me with a degree, but an education in advanced mathematics (outside of the regular class). I did most of my calculations with a funky TI calculator and a logarithm chart in the back of the book. My Instructor bought me a Casio with log functions on the sly -- he saw potential.",Technical Arts Degree in Electronics
Ambiguous,UC Santa Cruz Extension,,Web Design and Production
Ambiguous,Texas Tech University,,Nutrition/Nursing 
Ambiguous,University of Houston,,Information Systems Technology
Ambiguous,U.S. Army Chaplain Center and School,"Finance, counseling and religious studies ",Certification 
Ambiguous,Harrisburg Area Community College,Received 11 credits.,Court Reporting
Ambiguous,Des Moines Area Community College,,Photography
Ambiguous,Bishop Connolly High School,,GED
Ambiguous,Universite Paris X Nanterre,Participated in a study abroad program totaling 14 months in which I studied and mastered the French language.,Minor in French Language
Ambiguous,CBT Direct School,,Microsoft Certified Systems Engineer
Ambiguous,CBT Direct School,,Microsoft Certified Technology Specialist
Ambiguous,Seattle Film Institute,,3 semesters' coursework in screenwriting
Ambiguous,University of Iowa,,K-12 teacher certification
Ambiguous,Greenwich University,,Chemistry
Ambiguous,Gateway Community College,Have taken many generalized classes over the years.  Including Spanish Conversation and Accounting 101.,General
Ambiguous,Scottsdale Community College,Never Graduated.  Studied Journalism and creative writing.,Journalism
Ambiguous,San Jose State University,Degree not completed due to work load.,Internet Technologies
Ambiguous,University of California - Berkeley,Microsoft Windows development,Software development
Ambiguous,San Diego Miramar College,,Emergency Medical Technician
Ambiguous,University of Washington,"Currently in the middle of this certification. Expect to graduate early July, 2012.",Web Technology Solution Certification
Ambiguous,University of Washington,,Professional Open Source Developer Certification
Ambiguous,Colorado State University,,Graphic Design
Ambiguous,Purdue University,I have a degree in English. I spent 10 years as an English teacher before becoming self-employed as a proofreader/editor/transcriber.,English
Ambiguous,University of Colorado Denver,,Business Administration / Information Systems
Ambiguous,Continuing Education,"Continuing Education in Business, Finance, Technology, Web Development, Design, Media, and More",Various Subjects
Ambiguous,Natural Healing College,,Holistic Practitioner
Ambiguous,Penn State University,,Human Development and Famiily Studies
Ambiguous,Webster University,,"Elementary Education, Sociology"
Ambiguous,Institute of Children's Literature,,Beyond the Basics-Creating and Selling Articles
Ambiguous,Bryant & Stratton,"Certificate of Secretarial Science from Bryant & Stratton College in Buffalo, New York.",Secretarial Science
Ambiguous,"University of California, Irvine",,Computer Science
Ambiguous,State University of New York at Buffalo Law School,,Law
Ambiguous,State University of New York at Buffalo Law School,,Law
Ambiguous,Rio Salado College,,General Equivalent Degree
Ambiguous,Northern Arizona University,,Assc
Ambiguous,Computer System Institute,,Web Development / Photoshop for Web
Ambiguous,Moscow Stroganov Art University,,Majored in interior design
Ambiguous,Wichita State University,,Creative Writing Minor
Ambiguous,NYU (Summer Publishing Institute),,Book Marketing and Distribution (1 Class)
Ambiguous,Bronx Community College (NY),,Microsoft Office Specialist
Ambiguous,Manhattan Educational Opportunity Center (NY),,Computer Technician and Network Specialist
Ambiguous,Utah Valley State University (UT),"Random classes in Computing and Networking Sciences: Java Programming I, JavaScript I, Multimedia Programming I, Web Design I-II, College Math.","Computer Science & Web Design, Selective Studies"
Ambiguous,Volgograd Educational Center (Russia),,Cert. Computer Technician and Network Specialist 
Ambiguous,Columbia College,"Courses involving Dreamweaver, Photoshop for the Web, Flash, HTML, CSS, jQuery, JavaScript, and Advanced Web Topics. These courses taught best web design practices and knowledge of hand coding and WYSIWYG editors.",Web Design
Ambiguous,Columbia College,"Courses in graphic design learning Adobe Illustrator, Photoshop, InDesign, and typography. These courses also taught best design principles and practices for both print and web design.",Digital Graphic Arts
Ambiguous,University of California - Riverside,"Areas of Focus: social media, project management, urban planning, sociology, statistics, critical analysis and research, brochure and marketing design, 3D design, film editing",Media & Cultural Studies with a minor in Sociology
Ambiguous,Nassau Community College,"Studied Business, Finance and English","Baccalaureate (Business, Finance, English)"
Ambiguous,Keio University,,Environmental Information
Ambiguous,Stevenson University,,Visual Communications Design
Ambiguous,University of Missouri-Columbia,,Journalism
Ambiguous,Western Kentucky University,,Broadcasting - TV/Film Production
Ambiguous,College of DuPage,,English Literature and Writing
Ambiguous,Florida International University,"April 2008 Florida International University 
Bachelor of Science in Information Technology
* Upsilon Pi Epsilon International Honor Society
* Sigma Alpha Lambda National Leadership and Honors Organization
* Association for Computing Machinery
* WICS ?Women in Computer Science

April 2008	Florida International University 
Minor in Business

August 2002 Miami-Dade College 
Associate in Arts in Computer Science
* Dean?s List
* Phi Theta Kappa International Honor Society",Information Technology
Ambiguous,South Dakota State University,,Media Production
Ambiguous,USDA Graduate Program,,Course in Basic Indexing
Ambiguous,Dev Bootcamp,"Intensive training in the fundamentals of web development consisting of 9 weeks of
learning remotely and 9 weeks in an immersive environment in San Francisco.",www.devbootcamp.com
Ambiguous,Art Institute of California - San Diego,,Interactive Media Design (Web Design)
Ambiguous,University of Montana,,General Education
Ambiguous,Queensborough Community College,,A to Z Grantwriting
Ambiguous,Queensborough Community College,,Becoming a Grant Writing Consultant
Ambiguous,Queensborough Community College,,Advanced Grant Proposal Writing Course
Ambiguous,American Writers & Artists Institute,,Accelerated Copywriting Program
Ambiguous,Institute of Children's Literature,,Creating  &  Selling Short Stories & Articles
Ambiguous,Institute of Children's Literature,,Writing for Magazines 
Ambiguous,Wayne State University,Bachelors of Science in Electrical Engineering  ,Electrical Engineering
Ambiguous,University of Idaho,,Ba of Art and architecture
Ambiguous,Montclair State University,Marketing degree specializing in web services.,Marketing
Ambiguous,Lycoming College,Graduated with a Corporate Communication major and minors in Theater and Political Science.,Corporate Communication
Ambiguous,Columbia Central High School,, 
Ambiguous,Tennessee State Univrsity,,Architectural Engineering
Ambiguous,University of Miami,,International Finance and Marketing
Ambiguous,Cleveland State University,,Business Administration
Ambiguous,University of Southern California,,"Corporate Finance, Marshall School of Business"
Ambiguous,New York City College of Technology,,Computer Systems
Ambiguous,UCLA,,Business Management & Marketing
Ambiguous,University of Iowa,,English Major
Ambiguous,Fordham University,"During my educational experience, I wrote for Fordham's school newspaper The Observer from 1998 through 2001.  I also served as the associate Features Editor of The Observer during my senior year.",Communication & Media Studies
Ambiguous,Baker College,,Business Administration
Ambiguous,Penn Foster,,Cartooning Certification
Ambiguous,Copenhagen Business School,Traveled Europe and in doing so experienced different cultures.,Study Abroad Program
